audio_path,transcription,speaker_id,age,gender,location,duration,pdp_score
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_171m_0358.wav,yo ka ya nga ri,171,19,male,gauteng,3.36,-0.2381
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_027f_0298.wav,vaongori vavantima ava hlayeleka,27,24,female,limpopo,4.44,-0.2317
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_072m_0074.wav,mali leyi a yi kumaku,72,20,male,limpopo,2.52,-0.2154
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_075m_0239.wav,swi va kona ku endlela,75,20,male,limpopo,3.0,-0.244
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_156f_0294.wav,endla leswaku nyiko ya wena,156,21,female,gauteng,2.04,-0.2489
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_052f_0323.wav,a nga na matimba ya,52,20,female,limpopo,5.52,-0.2074
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_154m_0508.wav,ku vona leswaku vana va,154,30,male,gauteng,2.52,-0.2266
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_033f_0370.wav,suka siku ro amukela papila,33,19,female,limpopo,3.0,-0.2553
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_095m_0353.wav,to talanyana ta nkoka na,95,25,male,gauteng,4.2,-0.2284
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_015m_0081.wav,ku ya hi xinawana xa,15,21,male,limpopo,3.24,-0.2509
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_155m_0111.wav,a ku nga ha ri,155,18,male,gauteng,2.16,-0.2483
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_118m_0390.wav,a va fanelanga ku famberiwa,118,19,male,gauteng,6.0,-0.2277
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_015m_0473.wav,leri a ri n wi,15,21,male,limpopo,2.52,-0.2326
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_163f_0318.wav,xi fanele ku yisiwa eka,163,20,female,gauteng,2.64,-0.2416
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_180f_0562.wav,mahungu ya tsakisa naswona ya,180,19,female,gauteng,3.96,-0.2473
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_039m_0145.wav,kala yi nga ri kahle,39,23,male,limpopo,3.36,-0.2087
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_024f_0659.wav,vamanana va afrika dzonga,24,25,female,limpopo,3.84,-0.2283
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_122f_0026.wav,hlayeka kambe ku katsiwile na,122,18,female,gauteng,6.12,-0.2291
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_186m_0350.wav,tibuku ta mintlangu ta nyanyula,186,18,male,gauteng,3.12,-0.241
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_137m_0118.wav,wo amukeriwa ka matekanelo ya,137,22,male,gauteng,3.6,-0.2277
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_138m_0176.wav,xiswona ku hlamula xivutiso i,138,20,male,gauteng,4.08,-0.2428
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_022m_0472.wav,va a nga ri kona,22,24,male,limpopo,5.88,-0.2534
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_050f_0417.wav,a swi ta n wi,50,18,female,limpopo,2.64,-0.2271
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_154m_0004.wav,ku nga ri na vumbhoni,154,30,male,gauteng,4.56,-0.2419
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_051f_0025.wav,wu nga ta va kona,51,-1,female,limpopo,2.76,-0.2285
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_084m_0530.wav,lava va nga ri ku,84,20,male,limpopo,2.4,-0.2098
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_018f_0176.wav,byo komba leswaku mukamberiwa wa,18,20,female,limpopo,4.68,-0.241
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_185f_0217.wav,ri loyi a nga na,185,20,female,gauteng,2.64,-0.2236
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_014m_0380.wav,hlamula xivutiso xin we eka,14,24,male,limpopo,4.2,-0.243
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_059m_0011.wav,mabindzu ya endla mali yo tala,59,21,male,limpopo,3.96,-0.2521
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_114m_0170.wav,na swona ku nga ri,114,25,male,gauteng,5.88,-0.2212
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_062m_0042.wav,wa mafambisele ya le henhla,62,23,male,limpopo,3.84,-0.2535
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_045m_0165.wav,ndzawulo ya swa nkulo wa,45,-1,male,limpopo,4.32,-0.251
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_079f_0624.wav,tekiwa a nga ri na,79,20,female,limpopo,3.0,-0.2155
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_007m_0010.wav,endla leswaku a kumeka a,7,22,male,limpopo,5.16,-0.2181
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_110m_0054.wav,oloveriwa ku hlaya na ku,110,37,male,gauteng,4.08,-0.2401
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_123m_0307.wav,kumeka a ri na nandzu,123,22,male,gauteng,3.36,-0.2312
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_098m_0073.wav,van wana a va nga,98,29,male,gauteng,2.52,-0.2027
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_093m_0338.wav,swi fanele swi va kona,93,23,male,gauteng,3.12,-0.2382
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_117m_0097.wav,na wun wana swi ta,117,20,male,gauteng,2.88,-0.2238
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_096m_0326.wav,ntlangu kumbe nhlangano wa mintlangu,96,22,male,gauteng,3.84,-0.2297
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_124m_0271.wav,swa xiyenge xin wana na,124,19,male,gauteng,3.36,-0.233
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_074m_0070.wav,wa lava swi va khumbhaka,74,24,male,limpopo,3.48,-0.236
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_104f_0151.wav,ku suka eka ririmi ro,104,21,female,gauteng,4.08,-0.2319
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_098m_0023.wav,mali ya ku yimbelela yi tele,98,29,male,gauteng,3.36,-0.2384
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_027f_0419.wav,ni leyi yi nga eka,27,24,female,limpopo,4.56,-0.2332
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_024f_0426.wav,leswi nga kona a swi,24,25,female,limpopo,2.04,-0.2124
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_145m_0398.wav,matsalwa ya yena n wini,145,21,male,gauteng,3.6,-0.2334
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_158f_0289.wav,u fanele ku hlamula xivutiso,158,18,female,gauteng,3.48,-0.2458
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_116m_0323.wav,wana lexi ngana nkoka eka,116,21,male,gauteng,3.36,-0.2109
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_070f_0323.wav,va afrika dzonga va nga,70,22,female,limpopo,2.88,-0.2384
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_159m_0579.wav,ku ta va ku ri,159,24,male,gauteng,2.28,-0.2359
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_082f_0260.wav,va na nkhulukelano naswona ku,82,20,female,limpopo,3.96,-0.2458
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_062m_0232.wav,ehansi ka ndzimana ya a,62,23,male,limpopo,3.48,-0.2504
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_026f_0316.wav,ku landza nawu wa ku,26,22,female,limpopo,2.52,-0.2336
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_135m_0416.wav,ta ta rixaka na ta,135,20,male,gauteng,2.04,-0.2199
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_042f_0447.wav,mani na mani loyi a,42,18,female,limpopo,2.64,-0.2103
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_049f_0395.wav,ri nga ka ri nga,49,21,female,limpopo,7.44,-0.2444
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_172f_0261.wav,wu ringanelangi ku ya hi,172,22,female,gauteng,4.2,-0.2491
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_084m_0211.wav,swiyimo swo ka swi nga,84,20,male,limpopo,3.0,-0.2335
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_176f_0432.wav,leswaku mukamberiwa wa tikeriwa eka,176,20,female,gauteng,4.2,-0.2238
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_096m_0417.wav,ku vona ka yona yi,96,22,male,gauteng,2.76,-0.2536
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_087m_0059.wav,wana ni yin wana ya,87,24,male,limpopo,5.28,-0.2271
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_103f_0471.wav,na ku rhula na ku,103,22,female,gauteng,2.76,-0.2498
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_080f_0465.wav,ku hlaya i masungulo ya,80,-1,female,limpopo,3.96,-0.2287
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_019f_0113.wav,vona loko ku ri na,19,23,female,limpopo,6.36,-0.2484
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_058m_0383.wav,nombora tinhlamulo ta wena ku,58,28,male,limpopo,4.92,-0.2483
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_089m_0622.wav,nga ta ka wu nga,89,-1,male,limpopo,2.4,-0.2063
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_180f_0213.wav,loko ku langutiwa xikombelo xa,180,19,female,gauteng,4.08,-0.2448
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_129f_0301.wav,a swi olovi ku landzelela,129,19,female,gauteng,3.36,-0.2486
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_027f_0043.wav,kota ku vona swilo leswi,27,24,female,limpopo,6.84,-0.2464
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_120f_0107.wav,u fanele ku endla leswi,120,19,female,gauteng,3.24,-0.2521
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_120f_0525.wav,micato ya tsakisa,120,19,female,gauteng,3.0,-0.2497
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_083f_0231.wav,va fanele ku lemuka leswaku,83,23,female,limpopo,2.88,-0.223
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_145m_0007.wav,eka rona kumbe eka tiko,145,21,male,gauteng,2.52,-0.2428
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_127f_0510.wav,u le ka xiyimo xa,127,19,female,gauteng,3.48,-0.238
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_004f_0344.wav,xi fanele ku va xi,4,24,female,limpopo,3.24,-0.248
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_018f_0132.wav,vatsari va ni mali swinene,18,20,female,limpopo,4.8,-0.2316
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_043f_0109.wav,u twisisa nhlamuselo ya xona,43,19,female,limpopo,3.12,-0.2477
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_004f_0382.wav,ku ka u nga ri,4,24,female,limpopo,2.16,-0.2109
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_106m_0257.wav,mahlawulelo ya marito ya,106,21,male,gauteng,2.64,-0.2345
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_059m_0420.wav,wo ka wu nga ri,59,21,male,limpopo,2.28,-0.2331
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_119f_0554.wav,a a ta va a,119,19,female,gauteng,2.16,-0.1851
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_166m_0221.wav,ri na ku twisisa ka,166,19,male,gauteng,5.52,-0.2286
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_017m_0186.wav,faneleke na ku va na,17,19,male,limpopo,3.96,-0.2291
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_129f_0230.wav,ngana leswi nga kumiwa na,129,19,female,gauteng,3.48,-0.2022
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_081m_0054.wav,a va ta va va,81,23,male,limpopo,3.12,-0.2176
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_059m_0523.wav,bya kahle swinene ku ya,59,21,male,limpopo,3.0,-0.2478
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_118m_0002.wav,emhakeni kambe mahungu lama a,118,19,male,gauteng,3.72,-0.2422
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_101m_0039.wav,hlamula swivutiso leswi nga hansi,101,22,male,gauteng,3.24,-0.2465
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_146f_0083.wav,timaraka ti ta aviwa hi,146,21,female,gauteng,3.36,-0.2519
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_052f_0331.wav,a va fanele ku ti,52,20,female,limpopo,6.12,-0.2403
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_174m_0328.wav,kusukela siku leri a kumeke,174,21,male,gauteng,3.72,-0.2252
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_023f_0341.wav,swi ri swa nkoka eka,23,24,female,limpopo,3.24,-0.2519
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_148f_0358.wav,mikarhi yin wana mongo wa,148,20,female,gauteng,3.6,-0.2516
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_069m_0069.wav,loko swi hlayisekile ku endla,69,25,male,limpopo,3.36,-0.2513
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_049f_0549.wav,vanwana va kota ku hlahluva swatimali,49,21,female,limpopo,7.92,-0.221
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_173f_0198.wav,ku va kona ka rixaka,173,21,female,gauteng,3.24,-0.2142
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_118m_0012.wav,eka swilo swo fana na,118,19,male,gauteng,2.4,-0.2311
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_101m_0444.wav,a swi tiva leswaku a,101,22,male,gauteng,2.4,-0.2482
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_098m_0124.wav,ku va vaakatiko van wana,98,29,male,gauteng,3.36,-0.2219
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_078m_0516.wav,nga ta ka wu nga,78,24,male,limpopo,3.48,-0.2063
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_070f_0316.wav,mamabalelo ya masiku lawa a hlamarisa,70,22,female,limpopo,5.16,-0.2171
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_114m_0387.wav,wana na xin wana ku,114,25,male,gauteng,4.08,-0.2134
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_083f_0425.wav,tikeriwa eka ku ringeta ku,83,23,female,limpopo,3.48,-0.2347
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_106m_0131.wav,a xi ringanelangi ku va,106,21,male,gauteng,2.04,-0.2158
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_174m_0101.wav,u ta kumeka a ri,174,21,male,gauteng,4.08,-0.2158
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_079f_0048.wav,vula yini loko a ku,79,20,female,limpopo,3.6,-0.241
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_158f_0298.wav,swa nkoka eka nhluvukiso wa,158,18,female,gauteng,3.12,-0.2339
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_040f_0531.wav,ya ndzawulo ya vululami na,40,20,female,limpopo,6.0,-0.243
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_043f_0343.wav,leswaku vana va kota ku,43,19,female,limpopo,2.64,-0.2252
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_158f_0646.wav,rixaka na swiana wana swa,158,18,female,gauteng,3.12,-0.1972
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_175f_0108.wav,to talanyana ta nkoka na,175,20,female,gauteng,3.0,-0.2284
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_163f_0114.wav,ririmi ra le kaya ri,163,20,female,gauteng,3.84,-0.2231
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_146f_0003.wav,leti a nga na tona,146,21,female,gauteng,2.52,-0.2264
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_024f_0393.wav,wana u fanele ku va,24,25,female,limpopo,3.24,-0.2317
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_157m_0832.wav,yi nga ri ya ximfumo,157,18,male,gauteng,4.56,-0.2532
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_171m_0493.wav,na ku kayivela ka swilo,171,19,male,gauteng,3.0,-0.2205
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_053f_0121.wav,ya timhaka ta matiko mambe,53,22,female,limpopo,3.24,-0.2468
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_018f_0212.wav,ku va xa ririmi ra,18,20,female,limpopo,3.48,-0.2241
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_025f_0559.wav,kambe a a nga ri,25,18,female,limpopo,3.0,-0.2121
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_054f_0250.wav,ku va na ku tsakela,54,18,female,limpopo,3.96,-0.2213
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_086m_0182.wav,nga ta kumeka endzhaku ka,86,27,male,limpopo,3.84,-0.2489
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_120f_0016.wav,a nga endla xikombelo xa,120,19,female,gauteng,3.12,-0.2539
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_054f_0359.wav,eka nawu wa mafambiselo ya,54,18,female,limpopo,3.12,-0.2322
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_158f_0629.wav,a a ta va a,158,18,female,gauteng,2.04,-0.1851
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_117m_0636.wav,leswaku xikombelo xa wena xi,117,20,male,gauteng,3.84,-0.2425
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_067f_0203.wav,vo tala a va na,67,20,female,limpopo,3.48,-0.2192
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_166m_0336.wav,tatana na manana va rhandzana swinene,166,19,male,gauteng,5.76,-0.2396
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_033f_0213.wav,kombiwa ka mavona kule switori,33,19,female,limpopo,3.36,-0.239
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_129f_0276.wav,a ri n wana wa,129,19,female,gauteng,2.28,-0.2076
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_039m_0395.wav,xi nga ka xi nga,39,23,male,limpopo,2.4,-0.2077
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_164f_0374.wav,to tala leti nga lavekiki,164,19,female,gauteng,3.72,-0.2286
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_034f_0074.wav,wana na xin wana ku,34,31,female,limpopo,4.08,-0.2134
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_181m_0032.wav,na xiyenge xo ka xi,181,21,male,gauteng,3.0,-0.2508
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_009m_0105.wav,a ku ri hava na,9,21,male,limpopo,4.2,-0.2504
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_132m_0090.wav,loyi a nga na xikongomelo,132,19,male,gauteng,3.0,-0.2384
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_013m_0063.wav,swi ta eka timhaka ta,13,18,male,limpopo,4.2,-0.2451
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_123m_0072.wav,ri n wana wa yena,123,22,male,gauteng,2.16,-0.2297
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_157m_0496.wav,mavonakule yi komba tisimu,157,18,male,gauteng,3.6,-0.2428
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_084m_0203.wav,swivulwa swin wana a wu,84,20,male,limpopo,3.6,-0.2235
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_145m_0325.wav,mafurha ya tlakukile,145,21,male,gauteng,2.52,-0.2547
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_002m_0408.wav,a swi nga n wi,2,21,male,limpopo,2.16,-0.2109
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_124m_0350.wav,lava va nga ri ku,124,19,male,gauteng,3.0,-0.2098
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_179m_0024.wav,ra ku va kona ka,179,19,male,gauteng,2.64,-0.2151
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_183m_0337.wav,vito ra n wana wa,183,19,male,gauteng,2.4,-0.2395
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_042f_0211.wav,yo pfulela mavabyi man wana,42,18,female,limpopo,4.92,-0.2487
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_057f_0434.wav,mati lama ya tengile,57,18,female,limpopo,2.88,-0.2171
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_038f_0143.wav,ku ka xi nga ri,38,19,female,limpopo,3.12,-0.2156
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_055m_0235.wav,lexi xi nga endla leswaku,55,23,male,limpopo,4.92,-0.2361
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_081m_0067.wav,nkatsakanyo nkomiso wa ndzima wu,81,23,male,limpopo,3.96,-0.2497
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_056f_0488.wav,ku ndlandlamuka ka vuswikoti,56,21,female,limpopo,3.6,-0.249
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_034f_0381.wav,ku va eka xiyimo xa,34,31,female,limpopo,2.88,-0.2382
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_072m_0204.wav,lowu vamanana va nga na,72,20,male,limpopo,2.64,-0.209
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_174m_0187.wav,ku va muaka tiko wa,174,21,male,gauteng,3.6,-0.2532
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_189f_0291.wav,xa maavelo ya timaraka ni,189,19,female,gauteng,3.6,-0.2164
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_167m_0234.wav,timhaka leti nga kona eka,167,23,male,gauteng,3.72,-0.2389
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_149f_0247.wav,mutirhi a nga fanelanga ku,149,20,female,gauteng,2.64,-0.2407
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_138m_0385.wav,i swa nkoka ku va,138,20,male,gauteng,2.04,-0.2191
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_022m_0488.wav,a xi endla leswaku a,22,24,male,limpopo,4.8,-0.229
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_150m_0118.wav,loko a nga ri kona,150,21,male,gauteng,2.28,-0.2279
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_023f_0425.wav,yena n wini na ya,23,24,female,limpopo,3.12,-0.2421
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_137m_0069.wav,ririmi ra le kaya ku,137,22,male,gauteng,3.84,-0.2208
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_138m_0133.wav,ku vona loko ku ri,138,20,male,gauteng,2.76,-0.2542
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_101m_0194.wav,ka loko byi amukerile xikombelo,101,22,male,gauteng,3.12,-0.2507
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_189f_0345.wav,a tlhela a n wi,189,19,female,gauteng,2.52,-0.2565
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_119f_0503.wav,kombiwa ka mavona,119,19,female,gauteng,2.76,-0.227
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_176f_0142.wav,ku katsa lava swi va,176,20,female,gauteng,2.88,-0.2158
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_053f_0229.wav,eka xiyenge xin wana na,53,22,female,limpopo,3.48,-0.2328
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_042f_0069.wav,a nga na matimba ya,42,18,female,limpopo,4.08,-0.2074
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_167m_0193.wav,ta kuma nyiko swi ta,167,23,male,gauteng,3.48,-0.2351
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_173f_0471.wav,nga na xikongomelo xa ku,173,21,female,gauteng,3.0,-0.2329
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_186m_0377.wav,ririmi swi kahle naswona swi,186,18,male,gauteng,2.88,-0.2249
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_034f_0025.wav,u na mfanelo yo kuma,34,31,female,limpopo,3.84,-0.2431
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_040f_0173.wav,leswi a swi vula leswaku,40,20,female,limpopo,5.16,-0.2141
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_152m_0052.wav,yisa emahlweni ku tala ka,152,19,male,gauteng,4.8,-0.2206
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_161m_0598.wav,maxelo ya namuntlha ya kahle,161,19,male,gauteng,2.4,-0.2477
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_166m_0497.wav,ku hlaya ni ku languta,166,19,male,gauteng,3.0,-0.221
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_079f_0165.wav,ku sukela eka siku ra,79,20,female,limpopo,2.76,-0.2198
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_180f_0168.wav,ku na tindlela to tala,180,19,female,gauteng,3.12,-0.2489
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_093m_0255.wav,ku hlaya na ku kokeka,93,23,male,gauteng,3.96,-0.221
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_135m_0357.wav,swi ta eka timhaka ta,135,20,male,gauteng,2.28,-0.2451
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_176f_0029.wav,i swa nkoka ku vona,176,20,female,gauteng,3.24,-0.2311
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_121m_0420.wav,eka nawu wa vugembuli bya,121,23,male,gauteng,3.48,-0.2444
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_100m_0091.wav,hi ku fambisana na vumbiwa,100,19,male,gauteng,4.2,-0.256
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_078m_0291.wav,ku kota ku fikelela mahungu,78,24,male,limpopo,3.96,-0.2511
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_161m_0503.wav,ku kombisa mahlamulelo ya le,161,19,male,gauteng,2.52,-0.224
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_152m_0499.wav,nhlangano wa nhluvukiso wa mabindzu,152,19,male,gauteng,5.16,-0.2494
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_032f_0441.wav,leri a ri n wi,32,18,female,limpopo,2.88,-0.2326
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_150m_0002.wav,ya rona ririmi ni,150,21,male,gauteng,3.36,-0.2411
e:/Model1X/Data/nchlt_tso/audio/nchlt_tso_058m_0243.wav,leswi nga vekiwa eka xiyenge,58,28,male,limpopo,3.48,-0.2331
